"team","No","Name","Games","Age.","Date.of.Birth.","Height","Weight","Origin","Position","age_start_season"
"ADELAIDE CROWS",21,"Atkins, Rory
",97,"25yr 4mth",1994-07-12,"186cm","85kg","Calder Cannons","
Midfield
",25.7041095890411
"ADELAIDE CROWS",16,"Brown, Luke
",150,"27yr 2mth",1992-09-22,"181cm","81kg","Norwood","
Defender
",27.5068493150685
"ADELAIDE CROWS",41,"Butts, Jordon
R
",0,"19yr 11mth",1999-12-31,"198cm","86kg","Murray Bushrangers","
Defender
Forward
",20.2301369863014
"ADELAIDE CROWS",39,"Crocker, Ben
R
",26,"22yr 9mth",1997-02-19,"188cm","83kg","Oakleigh Chargers","
Forward
",23.0931506849315
"ADELAIDE CROWS",2,"Crouch, Brad
",83,"25yr 10mth",1994-01-14,"186cm","85kg","North Ballarat Rebels","
Midfield
",26.1945205479452
"ADELAIDE CROWS",5,"Crouch, Matt
",109,"24yr 7mth",1995-04-21,"182cm","80kg","North Ballarat Rebels","
Midfield
",24.9287671232877
"ADELAIDE CROWS",40,"Davis, Ben
",1,"22yr 6mth",1997-05-19,"187cm","82kg","UNSW","
Forward
",22.8493150684932
"ADELAIDE CROWS",39,"Doedee, Tom
",21,"22yr 9mth",1997-03-01,"188cm","88kg","Geelong Falcons","
Defender
",23.0657534246575
"ADELAIDE CROWS",32,"Fogarty, Darcy
",14,"20yr 2mth",1999-09-25,"193cm","94kg","Glenelg","
Forward
",20.4958904109589
"ADELAIDE CROWS",14,"Frampton, Billy
",3,"23yr ",1996-11-20,"200cm","96kg","South Fremantle","
Ruck
",23.3424657534247
"ADELAIDE CROWS",7,"Gallucci, Jordan
",27,"21yr 6mth",1998-05-04,"182cm","76kg","Eastern Ranges","
Forward
",21.8904109589041
"ADELAIDE CROWS",6,"Gibbs, Bryce
",265,"30yr 8mth",1989-03-15,"188cm","84kg","Glenelg","
Midfield
",31.0328767123288
"ADELAIDE CROWS",0,"Gollant, Lachlan
",0,"18yr 2mth",2001-09-12,"191cm","72kg","Calder Cannons"," ",18.5287671232877
"ADELAIDE CROWS",35,"Hamill, Will
",0,"19yr ",2000-11-17,"186cm","71kg","Dandenong Stingrays","
Defender
",19.3479452054795
"ADELAIDE CROWS",15,"Hartigan, Kyle
",101,"28yr ",1991-11-07,"194cm","98kg","Werribee","
Defender
",28.3835616438356
"ADELAIDE CROWS",34,"Himmelberg, Elliott
",8,"21yr 5mth",1998-06-04,"198cm","94kg","Redlands","
Forward
",21.8054794520548
"ADELAIDE CROWS",20,"Jones, Chayce
",8,"19yr 10mth",2000-01-14,"180cm","77kg","Launceston","
Midfield
",20.1917808219178
"ADELAIDE CROWS",1,"Keays, Ben
R
",30,"22yr 9mth",1997-02-23,"185cm","82kg","Brisbane Reserves","
Midfield
",23.0821917808219
"ADELAIDE CROWS",8,"Kelly, Jake
",75,"24yr 10mth",1995-01-21,"190cm","89kg","Oakleigh Chargers","
Defender
",25.1753424657534
"ADELAIDE CROWS",3,"Knight, Riley
",54,"24yr 8mth",1995-03-27,"181cm","80kg","Woodville West Torrens","
Midfield
Forward
",24.9972602739726
"ADELAIDE CROWS",29,"Laird, Rory
",143,"25yr 11mth",1993-12-29,"177cm","81kg","West Adelaide","
Defender
",26.2383561643836
"ADELAIDE CROWS",27,"Lynch, Tom
",139,"29yr 2mth",1990-09-15,"193cm","88kg","Sandringham Dragons","
Forward
",29.5287671232877
"ADELAIDE CROWS",14,"MacKay, David
",220,"31yr 4mth",1988-07-25,"181cm","77kg","Oakleigh","
Defender
",31.6712328767123
"ADELAIDE CROWS",23,"McAdam, Shane
",0,"24yr 6mth",1995-05-28,"181cm","78kg","Sturt","
Forward
",24.827397260274
"ADELAIDE CROWS",0,"McAsey, Fischer
",0,"18yr 8mth",2001-03-08,"195cm","86kg","Sandringham Dragons","
Defender
Forward
",19.0438356164384
"ADELAIDE CROWS",25,"McHenry, Ned
",0,"19yr 4mth",2000-07-13,"179cm","70kg","Geelong Falcons","
Midfield
Forward
",19.6958904109589
"ADELAIDE CROWS",36,"McPherson, Andrew
",0,"20yr 5mth",1999-06-20,"186cm","79kg","Wwt Eagles","
Defender
",20.7616438356164
"ADELAIDE CROWS",30,"Milera, Wayne
",60,"22yr 2mth",1997-09-14,"184cm","81kg","Central District","
Defender
",22.5260273972603
"ADELAIDE CROWS",44,"Murphy, Lachlan
R
",32,"20yr 11mth",1998-12-04,"176cm","76kg","Adelaide Football Club","
Forward
",21.3041095890411
"ADELAIDE CROWS",43,"O'Brien, Reilly
",20,"24yr 3mth",1995-08-20,"202cm","101kg","Calder Cannons","
Ruck
",24.5972602739726
"ADELAIDE CROWS",0,"O'Connor, Ronin
",0,"18yr 10mth",2001-02-01,"191cm","85kg","Claremont","
Midfield
",19.1397260273973
"ADELAIDE CROWS",10,"Poholke, Myles
",11,"21yr 4mth",1998-07-10,"186cm","86kg","Dandenong Stingrays","
Forward
",21.7068493150685
"ADELAIDE CROWS",0,"Schoenberg, Harry
",0,"18yr 9mth",2001-02-21,"180cm","78kg","Woodville West Torrens","
Midfield
",19.0849315068493
"ADELAIDE CROWS",11,"Seedsman, Paul
",101,"27yr 10mth",1992-01-22,"189cm","87kg","Eastern Ranges","
Midfield
",28.1753424657534
"ADELAIDE CROWS",38,"Sholl, Lachlan
",0,"19yr 8mth",2000-03-07,"185cm","77kg","Calder Cannons","
Defender
",20.0465753424658
"ADELAIDE CROWS",9,"Sloane, Rory
",199,"29yr 8mth",1990-03-17,"182cm","83kg","Eastern Ranges","
Midfield
",30.027397260274
"ADELAIDE CROWS",33,"Smith, Brodie
",167,"27yr 10mth",1992-01-14,"189cm","90kg","Woodville West Torrens","
Defender
",28.1972602739726
"ADELAIDE CROWS",17,"Stengle, Tyson
",4,"21yr 1mth",1998-10-19,"172cm","73kg","Woodville West Torrens","
Forward
",21.4301369863014
"ADELAIDE CROWS",45,"Strachan, Kieran
R
",0,"24yr 1mth",1995-10-05,"204cm","95kg","Port Melbourne","
Forward
Ruck
",24.4712328767123
"ADELAIDE CROWS",12,"Talia, Daniel
",186,"28yr 2mth",1991-10-02,"197cm","98kg","Calder Cannons","
Defender
",28.4821917808219
"ADELAIDE CROWS",13,"Walker, Taylor
",189,"29yr 7mth",1990-04-25,"193cm","102kg","Broken Hill North","
Forward
",29.9205479452055
"ADELAIDE CROWS",31,"Wilson, Patrick
R
",2,"24yr 11mth",1994-12-11,"188cm","89kg","Sturt","
Midfield
",25.2876712328767
"ADELAIDE CROWS",0,"Worrell, Josh
",0,"18yr 7mth",2001-04-11,"195cm","74kg","Sandringham Dragons","
Defender
Midfield
Forward
",18.9506849315068
"BRISBANE LIONS",24,"Adams, Marcus
",37,"26yr 5mth",1993-06-30,"192cm","98kg","West Perth","
Defender
",26.7369863013699
"BRISBANE LIONS",13,"Ah Chee, Callum
",45,"22yr 1mth",1997-10-09,"182cm","78kg","South Fremantle","
Defender
Forward
",22.4575342465753
"BRISBANE LIONS",19,"Allison, Jacob
R
",10,"21yr 7mth",1998-04-16,"194cm","87kg","Aspley","
Defender
",21.9397260273973
"BRISBANE LIONS",31,"Andrews, Harris
",97,"22yr 11mth",1996-12-11,"201cm","102kg","Aspley","
Defender
",23.2849315068493
"BRISBANE LIONS",43,"Answerth, Noah
",19,"20yr 3mth",1999-08-06,"184cm","82kg","Oakleigh Chargers","
Defender
Midfield
",20.6328767123288
"BRISBANE LIONS",33,"Bailey, Zac
",27,"20yr 2mth",1999-09-23,"182cm","81kg","Norwood","
Midfield
Forward
",20.5013698630137
"BRISBANE LIONS",38,"Ballenden, Connor
",0,"20yr 8mth",1999-03-29,"200cm","95kg","Brisbane Academy","
Forward
",20.9890410958904
"BRISBANE LIONS",7,"Berry, Jarrod
",57,"21yr 9mth",1998-02-05,"193cm","84kg","North Ballarat Rebels","
Midfield
",22.1315068493151
"BRISBANE LIONS",13,"Berry, Thomas
",0,"19yr 7mth",2000-05-01,"185cm","78kg","Gwv Rebels","
Midfield
",19.8958904109589
"BRISBANE LIONS",14,"Birchall, Grant
",248,"31yr 10mth",1988-01-28,"193cm","89kg","Devonport","
Defender
",32.1616438356164
"BRISBANE LIONS",23,"Cameron, Charlie
",108,"25yr 4mth",1994-07-05,"181cm","75kg","Swan Districts","
Forward
",25.7232876712329
"BRISBANE LIONS",3,"Christensen, Allen
",133,"28yr 6mth",1991-05-19,"177cm","80kg","Geelong Falcons","
Forward
",28.8547945205479
"BRISBANE LIONS",0,"Coleman, Keidean
",NA," ",NA," "," "," "," ",NA
"BRISBANE LIONS",20,"Cox, Cedric
",13,"22yr 3mth",1997-08-19,"183cm","80kg","North Ballarat Rebels","
Defender
",22.5972602739726
"BRISBANE LIONS",28,"Ellis-Yolmen, Cameron
R
",39,"26yr 10mth",1993-01-28,"190cm","97kg","Woodville-West Torrens","
Midfield
",27.1561643835616
"BRISBANE LIONS",47,"Fullarton, Tom
R
",0,"20yr 9mth",1999-02-23,"200cm","98kg","Brisbane Bullets","
Ruck
",21.0821917808219
"BRISBANE LIONS",27,"Gardiner, Darcy
",106,"24yr 2mth",1995-09-22,"193cm","90kg","Geelong Falcons","
Defender
",24.5068493150685
"BRISBANE LIONS",22,"Hinge, Mitchell
R
",2,"21yr 5mth",1998-06-26,"189cm","85kg","Glenelg","
Defender
",21.7452054794521
"BRISBANE LIONS",30,"Hipwood, Eric
",75,"22yr 2mth",1997-09-13,"203cm","90kg","Aspley","
Forward
",22.5287671232877
"BRISBANE LIONS",32,"Joyce, Tom
",0,"19yr 8mth",2000-03-07,"181cm","77kg","East Fremantle","
Midfield
",20.0465753424658
"BRISBANE LIONS",35,"Lester, Ryan
",126,"27yr 3mth",1992-08-26,"192cm","87kg","Oakleigh Chargers","
Defender
",27.5808219178082
"BRISBANE LIONS",39,"Lyons, Corey
R
",0,"21yr 6mth",1998-05-31,"184cm","83kg","Sandringham Dragons","
Midfield
",21.8164383561644
"BRISBANE LIONS",17,"Lyons, Jarryd
",116,"27yr 4mth",1992-07-22,"184cm","84kg","Sandringham Dragons","
Midfield
",27.6767123287671
"BRISBANE LIONS",42,"Madden, James
R
",0,"20yr ",1999-11-15,"185cm","84kg","Dublin","
Midfield
",20.3561643835616
"BRISBANE LIONS",12,"Martin, Stefan
",182,"33yr ",1986-11-17,"199cm","100kg","Sandringham","
Ruck
",33.358904109589
"BRISBANE LIONS",36,"Mathieson, Rhys
",46,"22yr 10mth",1997-01-10,"188cm","88kg","Geelong Falcons","
Midfield
Forward
",23.2027397260274
"BRISBANE LIONS",11,"McCarthy, Lincoln
",53,"26yr 1mth",1993-10-22,"178cm","82kg","Glenelg","
Forward
",26.4246575342466
"BRISBANE LIONS",6,"McCluggage, Hugh
",63,"21yr 9mth",1998-03-03,"185cm","83kg","North Ballarat Rebels","
Midfield
",22.0602739726027
"BRISBANE LIONS",45,"McFadyen, Connor
",0,"18yr 11mth",2000-12-04,"190cm","92kg","Brisbane Academy","
Midfield
Forward
",19.3013698630137
"BRISBANE LIONS",46,"McInerney, Oscar
R
",37,"25yr 4mth",1994-07-10,"204cm","107kg","Casey Scorpions","
Forward
Ruck
",25.7095890410959
"BRISBANE LIONS",25,"McStay, Daniel
",103,"24yr 5mth",1995-06-24,"195cm","98kg","Eastern Ranges","
Forward
",24.7534246575342
"BRISBANE LIONS",9,"Neale, Lachie
",159,"26yr 6mth",1993-05-24,"177cm","82kg","Glenelg","
Midfield
",26.8383561643836
"BRISBANE LIONS",40,"Payne, Jack
",0,"20yr 1mth",1999-10-15,"197cm","95kg","Lions Academy","
Defender
",20.441095890411
"BRISBANE LIONS",0,"Prior, Jaxon
",0,"18yr 5mth",2001-06-04,"188cm","79kg","West Perth","
Defender
Midfield
",18.8027397260274
"BRISBANE LIONS",16,"Rayner, Cameron
",46,"20yr 1mth",1999-10-21,"187cm","87kg","Western Jets","
Forward
",20.4246575342466
"BRISBANE LIONS",10,"Rich, Daniel
",207,"29yr 5mth",1990-06-07,"185cm","88kg","Subiaco Football Club","
Defender
",29.8027397260274
"BRISBANE LIONS",0,"Robertson, Deven
",0,"18yr 5mth",2001-06-30,"182cm","80kg","Perth","
Midfield
",18.7315068493151
"BRISBANE LIONS",5,"Robinson, Mitch
",191,"30yr 5mth",1989-06-07,"184cm","90kg","Tassie Devils","
Midfield
Forward
",30.8027397260274
"BRISBANE LIONS",21,"Skinner, Sam
R
",1,"22yr 5mth",1997-06-29,"198cm","96kg","Gippsland Power","
Defender
",22.7369863013699
"BRISBANE LIONS",44,"Smith, Archie
R
",11,"24yr 4mth",1995-07-19,"202cm","105kg","Mt Gravatt","
Ruck
",24.6849315068493
"BRISBANE LIONS",0,"Smith, Brock
",0,"18yr 8mth",2001-03-13,"188cm","81kg","Gippsland Power","
Defender
",19.0301369863014
"BRISBANE LIONS",8,"Smith, Ely
",0,"19yr 2mth",2000-09-13,"188cm","87kg","Murray Bushrangers","
Midfield
",19.5260273972603
"BRISBANE LIONS",37,"Starcevich, Brandon
",5,"20yr 4mth",1999-07-24,"187cm","85kg","East Perth","
Midfield
Forward
",20.6684931506849
"BRISBANE LIONS",29,"Witherden, Alex
",53,"21yr 2mth",1998-09-10,"188cm","85kg","Geelong Falcons","
Defender
",21.5369863013699
"BRISBANE LIONS",34,"Wooller, Toby
",0,"20yr 8mth",1999-03-16,"194cm","87kg","Oakleigh Chargers","
Forward
",21.0246575342466
"BRISBANE LIONS",15,"Zorko, Dayne
",168,"30yr 9mth",1989-02-09,"175cm","78kg","Broadbeach","
Midfield
",31.1260273972603
"CARLTON BLUES",18,"Betts, Eddie
",316,"33yr ",1986-11-26,"174cm","74kg","Calder Cannons","
Forward
",33.3342465753425
"CARLTON BLUES",41,"Casboult, Levi
",124,"29yr 8mth",1990-03-15,"201cm","103kg","Dandenong Stingrays","
Defender
Forward
",30.0328767123288
"CARLTON BLUES",46,"Cottrell, Matt
R
",0,"19yr 9mth",2000-02-29,"181cm","72kg","Dandenong Stingrays","
Midfield
Forward
",20.0657534246575
"CARLTON BLUES",9,"Cripps, Patrick
",101,"24yr 8mth",1995-03-18,"195cm","93kg","East Fremantle","
Midfield
",25.0219178082192
"CARLTON BLUES",28,"Cuningham, David
",25,"22yr 8mth",1997-03-30,"183cm","83kg","Oakleigh Chargers","
Defender
",22.986301369863
"CARLTON BLUES",30,"Curnow, Charlie
",58,"22yr 10mth",1997-02-03,"194cm","91kg","Geelong Falcons","
Forward
",23.1369863013699
"CARLTON BLUES",35,"Curnow, Edward
",165,"30yr ",1989-11-07,"181cm","86kg","Geelong Falcons","
Midfield
Forward
",30.3835616438356
"CARLTON BLUES",12,"De Koning, Tom
",2,"20yr 4mth",1999-07-16,"201cm","92kg","Dandenong Stingrays","
Forward
Ruck
",20.6904109589041
"CARLTON BLUES",15,"Docherty, Sam
",92,"26yr 1mth",1993-10-17,"187cm","87kg","Gippsland Power","
Defender
",26.4383561643836
"CARLTON BLUES",2,"Dow, Paddy
",39,"20yr 1mth",1999-10-16,"184cm","80kg","Bendigo Pioneers","
Midfield
Forward
",20.4383561643836
"CARLTON BLUES",25,"Fisher, Zac
",55,"21yr 5mth",1998-06-15,"175cm","72kg","Perth","
Midfield
Forward
",21.7753424657534
"CARLTON BLUES",40,"Gibbons, Michael
R
",21,"24yr 6mth",1995-05-15,"175cm","75kg","Williamstown","
Midfield
Forward
",24.8630136986301
"CARLTON BLUES",45,"Goddard, Hugh
R
",12,"23yr 3mth",1996-08-24,"197cm","96kg","Geelong Falcons","
Defender
",23.5835616438356
"CARLTON BLUES",0,"Honey, Josh
R
",0,"18yr 1mth",2001-10-17,"184cm","79kg","Western Jets","
Midfield
Forward
",18.4328767123288
"CARLTON BLUES",14,"Jones, Liam
",125,"28yr 9mth",1991-02-24,"198cm","98kg","Scotch College","
Defender
",29.0849315068493
"CARLTON BLUES",0,"Kemp, Brodie
",0,"18yr 7mth",2001-05-01,"192cm","82kg","Bendigo Pioneers","
Defender
Forward
",18.8958904109589
"CARLTON BLUES",7,"Kennedy, Matthew
",41,"22yr 7mth",1997-04-06,"188cm","89kg","Collingullie Ashmont Kapooka","
Midfield
",22.9671232876712
"CARLTON BLUES",8,"Kreuzer, Matthew
",188,"30yr 6mth",1989-05-13,"200cm","101kg","Northern Knights","
Ruck
",30.8712328767123
"CARLTON BLUES",16,"Lang, Darcy
",63,"24yr ",1995-11-21,"183cm","82kg","Geelong Falcons","
Midfield
Forward
",24.3424657534247
"CARLTON BLUES",26,"Macreadie, Harrison
",9,"21yr 7mth",1998-04-11,"196cm","91kg","Henty","
Defender
",21.9534246575342
"CARLTON BLUES",22,"Marchbank, Caleb
",48,"22yr 11mth",1996-12-07,"193cm","90kg","Murray Bushrangers","
Defender
",23.2958904109589
"CARLTON BLUES",4,"Martin, Jack
",97,"24yr 10mth",1995-01-29,"186cm","82kg","Geraldton","
Midfield
Forward
",25.1534246575342
"CARLTON BLUES",11,"McGovern, Mitch
",64,"25yr 1mth",1994-10-11,"190cm","89kg","Claremont","
Forward
",25.4547945205479
"CARLTON BLUES",10,"McKay, Harry
",35,"21yr 11mth",1997-12-24,"200cm","95kg","Gippsland Power","
Forward
",22.2493150684931
"CARLTON BLUES",3,"Murphy, Marc
",268,"32yr 4mth",1987-07-19,"180cm","80kg","Oakleigh Chargers","
Midfield
",32.6904109589041
"CARLTON BLUES",24,"Newman, Nic
",51,"26yr 10mth",1993-01-15,"186cm","84kg","Frankston","
Defender
",27.1917808219178
"CARLTON BLUES",16,"Newnes, Jack
",155,"26yr 9mth",1993-02-24,"184cm","86kg","Northern Knights","
Midfield
Forward
",27.0821917808219
"CARLTON BLUES",4,"O'Brien, Lochie
",35,"20yr 2mth",1999-09-18,"184cm","78kg","Bendigo Pioneers","
Midfield
",20.5150684931507
"CARLTON BLUES",38,"O'Dwyer, Finbar
",0,"19yr 4mth",2000-07-24,"191cm","75kg","Yarrawonga Football Netball Club","
Forward
",19.6657534246575
"CARLTON BLUES",44,"Owies, Matt
R
",0,"22yr 8mth",1997-03-19,"183cm","82kg","St Kevins","
Midfield
Forward
",23.0164383561644
"CARLTON BLUES",5,"Petrevski-Seton, Sam
",64,"21yr 9mth",1998-02-19,"180cm","74kg","Claremont","
Midfield
Forward
",22.0931506849315
"CARLTON BLUES",0,"Phillips, Fraser
R
",0,"18yr 6mth",2001-05-15,"186cm","71kg","Gippsland Power","
Forward
",18.8575342465753
"CARLTON BLUES",0,"Philp, Sam
",0,"18yr 3mth",2001-08-04,"185cm","80kg","Northern Knights","
Midfield
",18.6356164383562
"CARLTON BLUES",27,"Pittonet, Marc
",7,"23yr 6mth",1996-06-03,"202cm","105kg","Oakleigh Chargers","
Ruck
",23.8082191780822
"CARLTON BLUES",20,"Plowman, Lachlan
",94,"25yr 2mth",1994-09-11,"191cm","90kg","Calder Cannons","
Defender
",25.5369863013699
"CARLTON BLUES",29,"Polson, Cameron
",16,"21yr 8mth",1998-03-11,"177cm","76kg","Sandringham Dragons","
Forward
",22.0383561643836
"CARLTON BLUES",0,"Ramsay, Sam
",0,"18yr 8mth",2001-03-21,"180cm","72kg","Calder Cannons","
Midfield
",19.0082191780822
"CARLTON BLUES",43,"Setterfield, Will
",20,"21yr 9mth",1998-02-05,"190cm","87kg","Sandringham Dragons","
Midfield
Forward
",22.1315068493151
"CARLTON BLUES",37,"Silvagni, Ben
",0,"19yr 6mth",2000-05-07,"196cm","86kg","Oakleigh Chargers","
Defender
Forward
",19.8794520547945
"CARLTON BLUES",1,"Silvagni, Jack
",60,"21yr 11mth",1997-12-17,"191cm","89kg","Oakleigh Chargers","
Defender
Forward
",22.2684931506849
"CARLTON BLUES",6,"Simpson, Kade
",325,"35yr 6mth",1984-05-05,"181cm","76kg","Eastern Ranges","
Defender
",35.8958904109589
"CARLTON BLUES",13,"Stocker, Liam
",5,"19yr 10mth",2000-01-23,"184cm","84kg","Sandringham Dragons","
Defender
Midfield
",20.1671232876712
"CARLTON BLUES",18,"Walsh, Sam
",22,"19yr 5mth",2000-07-02,"184cm","77kg","Geelong Falcons","
Midfield
",19.7260273972603
"CARLTON BLUES",23,"Weitering, Jacob
",76,"22yr ",1997-11-23,"195cm","95kg","Mount Eliza Football Club","
Defender
",22.3342465753425
"CARLTON BLUES",31,"Williamson, Tom
",17,"20yr 11mth",1998-12-12,"189cm","82kg","North Ballarat Rebels","
Defender
",21.2821917808219
"COLLINGWOOD MAGPIES",13,"Adams, Taylor
",132,"26yr 2mth",1993-09-20,"181cm","83kg","Geelong Falcons","
Midfield
",26.5123287671233
"COLLINGWOOD MAGPIES",31,"Appleby, Flynn
R
",10,"20yr 10mth",1999-01-21,"187cm","82kg","Greater Western Victoria Rebels","
Defender
",21.172602739726
"COLLINGWOOD MAGPIES",11,"Beams, Dayne
",177,"29yr 9mth",1990-02-12,"187cm","88kg","Southporth Sharks","
Midfield
",30.1178082191781
"COLLINGWOOD MAGPIES",0,"Bianco, Trent
",0,"18yr 10mth",2001-01-20,"178cm","70kg","Oakleigh Chargers","
Defender
Midfield
",19.172602739726
"COLLINGWOOD MAGPIES",40,"Bosenavulagi, Atu
",0,"19yr 2mth",2000-09-17,"179cm","79kg","Oakleigh Chargers","
Midfield
Forward
",19.5150684931507
"COLLINGWOOD MAGPIES",29,"Broomhead, Timothy
R
",36,"25yr 8mth",1994-03-22,"183cm","85kg","Port Adelaide","
Midfield
Forward
",26.0109589041096
"COLLINGWOOD MAGPIES",17,"Brown, Callum
",35,"21yr 7mth",1998-04-27,"178cm","77kg","Eastern Ranges","
Forward
",21.9095890410959
"COLLINGWOOD MAGPIES",34,"Brown, Tyler
",0,"19yr 11mth",1999-12-09,"188cm","73kg","Eastern Ranges","
Defender
",20.2904109589041
"COLLINGWOOD MAGPIES",17,"Cameron, Darcy
",1,"24yr 4mth",1995-07-18,"204cm","100kg","Claremont","
Ruck
",24.6876712328767
"COLLINGWOOD MAGPIES",46,"Cox, Mason
",58,"28yr 8mth",1991-03-14,"211cm","108kg","Oklahoma State","
Forward
",29.0356164383562
"COLLINGWOOD MAGPIES",25,"Crisp, Jack
",134,"26yr 2mth",1993-10-02,"190cm","91kg","Murray Bushrangers","
Defender
",26.4794520547945
"COLLINGWOOD MAGPIES",26,"Daicos, Josh
",17,"21yr ",1998-11-26,"178cm","77kg","Oakleigh Chargers","
Forward
",21.3260273972603
"COLLINGWOOD MAGPIES",2,"De Goey, Jordan
",88,"23yr 8mth",1996-03-15,"191cm","91kg","Oakleigh Chargers","
Forward
",24.027397260274
"COLLINGWOOD MAGPIES",5,"Elliott, Jamie
",105,"27yr 3mth",1992-08-21,"178cm","81kg","Murray Bushrangers","
Forward
",27.5945205479452
"COLLINGWOOD MAGPIES",19,"Greenwood, Levi
",152,"30yr 9mth",1989-02-19,"181cm","87kg","Port Adelaide Magpies","
Defender
",31.0986301369863
"COLLINGWOOD MAGPIES",4,"Grundy, Brodie
",132,"25yr 7mth",1994-04-15,"203cm","102kg","Sturt","
Ruck
",25.9452054794521
"COLLINGWOOD MAGPIES",32,"Hoskin-Elliott, Will
",119,"26yr 3mth",1993-09-02,"186cm","81kg","Western Jets","
Forward
",26.5616438356164
"COLLINGWOOD MAGPIES",38,"Howe, Jeremy
",183,"29yr 5mth",1990-06-29,"190cm","88kg","Hobart","
Defender
",29.7424657534247
"COLLINGWOOD MAGPIES",47,"Keane, Mark
R
",0,"19yr 8mth",2000-03-17,"194cm","92kg","","
Defender
Forward
",20.0191780821918
"COLLINGWOOD MAGPIES",27,"Kelly, Will
",0,"19yr 3mth",2000-08-16,"194cm","84kg","Oakleigh Chargers","
Defender
",19.6027397260274
"COLLINGWOOD MAGPIES",8,"Langdon, Tom
",89,"25yr 5mth",1994-06-09,"190cm","83kg","Sandringham Dragons","
Defender
",25.7945205479452
"COLLINGWOOD MAGPIES",45,"Lynch, Max
R
",0,"21yr 2mth",1998-09-12,"200cm","97kg","Murray Bushrangers","
Ruck
",21.5315068493151
"COLLINGWOOD MAGPIES",44,"Madgen, Jack
R
",8,"26yr 7mth",1993-04-25,"192cm","92kg","Mount Gambier","
Defender
",26.9178082191781
"COLLINGWOOD MAGPIES",37,"Maynard, Brayden
",97,"23yr 2mth",1996-09-20,"189cm","90kg","Sandringham Dragons","
Defender
",23.5095890410959
"COLLINGWOOD MAGPIES",16,"Mayne, Christopher
",217,"31yr 1mth",1988-11-02,"188cm","84kg","Perth","
Midfield
",31.3972602739726
"COLLINGWOOD MAGPIES",41,"Mihocek, Brody
R
",40,"26yr 9mth",1993-02-04,"192cm","94kg","Port Melbourne","
Forward
",27.1369863013699
"COLLINGWOOD MAGPIES",30,"Moore, Darcy
",71,"23yr 10mth",1996-01-25,"203cm","102kg","Oakleigh Chargers","
Defender
Forward
",24.1643835616438
"COLLINGWOOD MAGPIES",28,"Murphy, Nathan
",2,"19yr 11mth",1999-12-15,"190cm","79kg","Sandringham Dragons","
Defender
",20.2739726027397
"COLLINGWOOD MAGPIES",49,"Noble, John
",5,"22yr 8mth",1997-03-25,"180cm","72kg","West Adelaide","
Midfield
",23
"COLLINGWOOD MAGPIES",10,"Pendlebury, Scott
",301,"31yr 10mth",1988-01-07,"191cm","91kg","Gippsland Power","
Midfield
",32.2191780821918
"COLLINGWOOD MAGPIES",21,"Phillips, Tom
",74,"23yr 6mth",1996-05-07,"187cm","79kg","Oakleigh Chargers","
Midfield
",23.8821917808219
"COLLINGWOOD MAGPIES",35,"Quaynor, Isaac
",4,"19yr 10mth",2000-01-15,"180cm","83kg","Oakleigh Chargers","
Defender
",20.1890410958904
"COLLINGWOOD MAGPIES",0,"Rantall, Jay
",0,"18yr 5mth",2001-06-10,"184cm","82kg","GWV Rebels","
Midfield
",18.786301369863
"COLLINGWOOD MAGPIES",20,"Reid, Ben
",150,"30yr 7mth",1989-04-29,"196cm","98kg","Murray","
Forward
",30.9095890410959
"COLLINGWOOD MAGPIES",23,"Roughead, Jordan
",162,"29yr 1mth",1990-11-03,"200cm","100kg","North Ballarat Rebels","
Forward
Ruck
",29.3945205479452
"COLLINGWOOD MAGPIES",0,"Ruscoe, Trey
",0,"18yr 1mth",2001-11-03,"190cm","90kg","East Fremantle","
Defender
Midfield
Forward
",18.386301369863
"COLLINGWOOD MAGPIES",12,"Scharenberg, Matthew
",38,"24yr 2mth",1995-09-18,"191cm","90kg","Glenelg","
Defender
",24.5178082191781
"COLLINGWOOD MAGPIES",22,"Sidebottom, Steele
",234,"28yr 11mth",1991-01-02,"184cm","86kg","Murray Bushrangers","
Midfield
",29.2301369863014
"COLLINGWOOD MAGPIES",36,"Sier, Brayden
",18,"21yr 11mth",1997-12-12,"191cm","88kg","Northern Knights","
Midfield
",22.2821917808219
"COLLINGWOOD MAGPIES",1,"Stephenson, Jaidyn
",40,"20yr 10mth",1999-01-15,"188cm","77kg","Eastern Ranges","
Forward
",21.1890410958904
"COLLINGWOOD MAGPIES",24,"Thomas, Josh
",89,"28yr 2mth",1991-10-01,"178cm","79kg","Redlands Fc","
Forward
",28.4849315068493
"COLLINGWOOD MAGPIES",43,"Tohill, Anton
R
",0,"19yr 11mth",1999-12-14,"191cm","85kg","","
Defender
Forward
",20.2767123287671
"COLLINGWOOD MAGPIES",7,"Treloar, Adam
",163,"26yr 8mth",1993-03-09,"182cm","86kg","Aspendale","
Midfield
",27.0465753424658
"COLLINGWOOD MAGPIES",18,"Varcoe, Travis
",221,"31yr 7mth",1988-04-10,"180cm","83kg","Central District","
Forward
",31.9616438356164
"COLLINGWOOD MAGPIES",33,"Wills, Rupert
",15,"26yr 6mth",1993-05-20,"192cm","89kg","Collingwood Vfl","
Midfield
",26.8493150684932
"ESSENDON BOMBERS",29,"Ambrose, Patrick
",87,"28yr 3mth",1991-09-01,"193cm","95kg","Old Xaverians","
Defender
",28.5671232876712
