"team","No","Name","Games","Age.","Date.of.Birth.","Height","Weight","Origin","Position","age_start_season"
"RICHMOND TIGERS",41,"Chol, Mabior
R
",10,"22yr 10mth",1997-01-29,"199cm","93kg","Aspley","
Forward
Ruck
",23.1506849315068
"RICHMOND TIGERS",40,"Coleman-Jones, Callum
",1,"20yr 5mth",1999-06-13,"200cm","97kg","Sturt","
Forward
Ruck
",20.7808219178082
"RICHMOND TIGERS",26,"Collier-Dawkins, Riley
",0,"19yr 10mth",2000-02-03,"193cm","88kg","Oakleigh Chargers","
Midfield
",20.1369863013699
"RICHMOND TIGERS",9,"Cotchin, Trent
",234,"29yr 7mth",1990-04-07,"185cm","85kg","Northern Knights","
Midfield
",29.9698630136986
"RICHMOND TIGERS",0,"Cumberland, Noah
",0,"18yr 8mth",2001-03-15,"183cm","79kg","Brisbane Lions Academy","
Forward
",19.0246575342466
"RICHMOND TIGERS",0,"Dow, Thomson
",0,"18yr 1mth",2001-10-16,"182cm","72kg","Bendigo Pioneers","
Midfield
",18.4356164383562
"RICHMOND TIGERS",10,"Edwards, Shane
",255,"31yr 1mth",1988-10-25,"182cm","81kg","Nth Adelaide","
Midfield
Forward
",31.4191780821918
"RICHMOND TIGERS",43,"Eggmolesse-Smith, Derek
R
",2,"21yr 6mth",1998-05-04,"180cm","76kg","Wentworth","
Defender
",21.8904109589041
"RICHMOND TIGERS",32,"English, Luke
",0,"19yr 3mth",2000-08-20,"181cm","79kg","Perth","
Midfield
",19.5917808219178
"RICHMOND TIGERS",42,"Garthwaite, Ryan
",9,"21yr 5mth",1998-06-30,"192cm","91kg","Murray Bushrangers","
Defender
",21.7342465753425
"RICHMOND TIGERS",34,"Graham, Jack
",39,"21yr 9mth",1998-02-25,"181cm","82kg","North Adelaide","
Midfield
",22.0767123287671
"RICHMOND TIGERS",2,"Grimes, Dylan
",151,"28yr 4mth",1991-07-16,"193cm","90kg","Northern Knights","
Defender
",28.6958904109589
"RICHMOND TIGERS",13,"Higgins, Jack
",33,"20yr 8mth",1999-03-19,"177cm","76kg","Oakleigh Chargers","
Forward
",21.0164383561644
"RICHMOND TIGERS",14,"Houli, Bachar
",207,"31yr 6mth",1988-05-12,"180cm","84kg","Western","
Defender
",31.8739726027397
"RICHMOND TIGERS",23,"Lambert, Kane
",95,"28yr ",1991-11-26,"178cm","77kg","Williamstown","
Forward
",28.3315068493151
"RICHMOND TIGERS",19,"Lynch, Tom
",156,"27yr 1mth",1992-10-31,"199cm","99kg","Dandenong Stingrays","
Forward
",27.4
"RICHMOND TIGERS",31,"Markov, Oleg
",17,"23yr 6mth",1996-05-08,"188cm","80kg","North Adelaide","
Defender
",23.8794520547945
"RICHMOND TIGERS",4,"Martin, Dustin
",224,"28yr 5mth",1991-06-26,"187cm","92kg","Bendigo Pioneers","
Midfield
Forward
",28.7506849315069
"RICHMOND TIGERS",0,"Martyn, Will
",0,"18yr 8mth",2001-03-29,"183cm","73kg","Brisbane Lions Academy","
Midfield
",18.986301369863
"RICHMOND TIGERS",33,"Mcintosh, Kamdyn
",90,"25yr 8mth",1994-04-03,"191cm","91kg","Peel Thunder","
Midfield
",25.9780821917808
"RICHMOND TIGERS",46,"Miller, Ben
",0,"20yr 3mth",1999-08-31,"195cm","94kg","Subiaco","
Defender
",20.5643835616438
"RICHMOND TIGERS",45,"Naish, Patrick
",2,"20yr 10mth",1999-01-15,"182cm","71kg","Northern Knights","
Defender
",21.1890410958904
"RICHMOND TIGERS",25,"Nankervis, Toby
",71,"25yr 3mth",1994-08-12,"199cm","102kg","North Launceston","
Ruck
",25.6191780821918
"RICHMOND TIGERS",0,"Nyuon, Bigoa
",0,"18yr 6mth",2001-05-18,"195cm","87kg","Dandenong Stingrays"," ",18.8493150684932
"RICHMOND TIGERS",50,"Pickett, Marlion
R
",1,"27yr 10mth",1992-01-06,"184cm","84kg","South Fremantle","
Midfield
",28.2191780821918
"RICHMOND TIGERS",3,"Prestia, Dion
",155,"27yr 1mth",1992-10-12,"175cm","82kg","Calder Cannons","
Midfield
",27.4520547945205
"RICHMOND TIGERS",0,"Ralphsmith, Hugo
",0,"18yr ",2001-11-09,"186cm","70kg","Sandringham Dragons","
Midfield
Forward
",18.3698630136986
"RICHMOND TIGERS",18,"Rance, Alex
",200,"30yr 1mth",1989-10-09,"194cm","95kg","Swan Districts","
Defender
",30.4630136986301
"RICHMOND TIGERS",8,"Riewoldt, Jack
",262,"31yr 1mth",1988-10-31,"193cm","92kg","Tassie Mariners","
Forward
",31.4027397260274
"RICHMOND TIGERS",17,"Rioli, Daniel
",77,"22yr 7mth",1997-04-16,"179cm","76kg","North Ballarat Rebels","
Forward
",22.9397260273973
"RICHMOND TIGERS",27,"Ross, Jack
",7,"19yr 3mth",2000-09-03,"186cm","88kg","Oakleigh Chargers","
Midfield
",19.5534246575342
"RICHMOND TIGERS",15,"Short, Jayden
",71,"23yr 10mth",1996-01-24,"178cm","75kg","Northern Knights","
Defender
",24.1671232876712
"RICHMOND TIGERS",47,"Soldo, Ivan
",22,"23yr 7mth",1996-04-14,"204cm","106kg","Daramalan College","
Ruck
",23.9452054794521
"RICHMOND TIGERS",44,"Stack, Sydney
R
",17,"19yr 7mth",2000-04-28,"179cm","72kg","Federals FC","
Defender
Midfield
",19.9041095890411
"RICHMOND TIGERS",28,"Turner, Fraser
",0,"18yr 11mth",2000-12-26,"187cm","76kg","Clarence","
Midfield
",19.241095890411
"RICHMOND TIGERS",1,"Vlastuin, Nick
",141,"25yr 7mth",1994-04-19,"187cm","87kg","Northern Knights","
Defender
",25.9342465753425
"ST KILDA-SAINTS",45,"Abbott, Ryan
",5,"28yr 5mth",1991-06-25,"200cm","100kg","Grovedale Tigers","
Ruck
",28.7534246575342
"ST KILDA-SAINTS",45,"Alabakis, Sam
R
",0,"22yr 7mth",1997-05-02,"211cm","105kg","Perth","
Ruck
",22.8958904109589
"ST KILDA-SAINTS",24,"Austin, Logan
",20,"24yr 4mth",1995-07-08,"196cm","92kg","Belconnen","
Defender
",24.7150684931507
"ST KILDA-SAINTS",26,"Battle, Josh
",26,"21yr 3mth",1998-09-01,"193cm","88kg","Dandenong Stingrays","
Defender
Forward
",21.5616438356164
"ST KILDA-SAINTS",0,"Bell, Jack
R
",0,"18yr 10mth",2001-01-26,"200cm","73kg","Sandringham Dragons","
Forward
Ruck
",19.1561643835616
"ST KILDA-SAINTS",15,"Billings, Jack
",107,"24yr 3mth",1995-08-18,"184cm","81kg","Oakleigh Chargers","
Midfield
Forward
",24.6027397260274
"ST KILDA-SAINTS",22,"Brown, Nathan
",183,"30yr 11mth",1988-12-17,"196cm","99kg","Nth Ballarat","
Defender
",31.2739726027397
"ST KILDA-SAINTS",7,"Butler, Daniel
",45,"23yr 6mth",1996-06-03,"182cm","80kg","North Ballarat Rebels","
Forward
",23.8082191780822
"ST KILDA-SAINTS",0,"Byrnes, Ryan
",0,"18yr 7mth",2001-05-03,"181cm","80kg","Sandringham Dragons","
Midfield
",18.8904109589041
"ST KILDA-SAINTS",23,"Bytel, Jack
",0,"19yr 8mth",2000-03-14,"189cm","82kg","Calder Cannons","
Midfield
",20.027397260274
"ST KILDA-SAINTS",2,"Carlisle, Jake
",134,"28yr 2mth",1991-10-01,"201cm","104kg","Calder Cannons","
Defender
",28.4849315068493
"ST KILDA-SAINTS",11,"Clark, Hunter
",29,"20yr 8mth",1999-03-26,"186cm","79kg","Dandenong Stingrays","
Defender
",20.9972602739726
"ST KILDA-SAINTS",38,"Clavarino, Oscar
",0,"20yr 6mth",1999-05-22,"195cm","86kg","Dandenong Stingrays","
Defender
",20.841095890411
"ST KILDA-SAINTS",1,"Coffield, Nicholas
",18,"20yr 1mth",1999-10-23,"191cm","82kg","Northern Knights","
Defender
",20.4191780821918
"ST KILDA-SAINTS",0,"Connolly, Leo
",NA," ",NA," "," "," "," ",NA
"ST KILDA-SAINTS",7,"Dunstan, Luke
",103,"24yr 10mth",1995-01-29,"184cm","85kg","Woodville West Torrens","
Midfield
",25.1534246575342
"ST KILDA-SAINTS",14,"Geary, Jarryn
",188,"31yr 5mth",1988-06-23,"182cm","82kg","Bendigo Pioneers","
Defender
",31.758904109589
"ST KILDA-SAINTS",4,"Gresham, Jade
",81,"22yr 3mth",1997-08-24,"177cm","79kg","Northern Knights","
Midfield
Forward
",22.5835616438356
"ST KILDA-SAINTS",10,"Hannebery, Daniel
",213,"28yr 9mth",1991-02-24,"181cm","79kg","Oakleigh Chargers","
Midfield
",29.0849315068493
"ST KILDA-SAINTS",9,"Hill, Bradley
",149,"26yr 4mth",1993-07-09,"181cm","78kg","West Perth","
Midfield
",26.7123287671233
"ST KILDA-SAINTS",40,"Hind, Nick
",11,"25yr 3mth",1994-08-19,"180cm","72kg","Essendon Vfl","
Midfield
Forward
",25.6
"ST KILDA-SAINTS",32,"Howard, Dougal
",45,"23yr 8mth",1996-03-25,"199cm","95kg","Murray Bushrangers","
Defender
Forward
",24
"ST KILDA-SAINTS",10,"Jones, Zak
",90,"24yr 8mth",1995-03-15,"181cm","78kg","Dandenong Stingrays","
Defender
",25.0301369863014
"ST KILDA-SAINTS",39,"Joyce, Darragh
R
",5,"22yr 7mth",1997-04-23,"194cm","90kg","Kilkenny","
Defender
",22.9205479452055
"ST KILDA-SAINTS",25,"Kent, Dean
",76,"25yr 9mth",1994-02-24,"179cm","86kg","Perth","
Forward
",26.0821917808219
"ST KILDA-SAINTS",12,"King, Max
",0,"19yr 4mth",2000-07-07,"203cm","90kg","Sandringham Dragons","
Forward
",19.7123287671233
"ST KILDA-SAINTS",46,"Langlands, Doulton
R
",3,"20yr 4mth",1999-07-29,"187cm","78kg","Murray Bushrangers","
Midfield
Forward
",20.6547945205479
"ST KILDA-SAINTS",21,"Long, Ben
",30,"22yr 3mth",1997-08-21,"182cm","74kg","Nt Thunder","
Forward
",22.5917808219178
"ST KILDA-SAINTS",13,"Lonie, Jack
",63,"23yr 3mth",1996-08-13,"174cm","71kg","Dandenong Stingrays","
Forward
",23.613698630137
"ST KILDA-SAINTS",43,"Marsh, Jonathon
",20,"24yr 1mth",1995-10-17,"194cm","93kg","East Fremantle","
Defender
",24.4383561643836
"ST KILDA-SAINTS",19,"Marshall, Rowan
",33,"24yr ",1995-11-24,"201cm","101kg","North Ballarat","
Forward
Ruck
",24.3342465753425
"ST KILDA-SAINTS",48,"Mayo, Jack
R
",0,"20yr 4mth",1999-07-22,"192cm","81kg","Subiaco","
Forward
",20.6739726027397
"ST KILDA-SAINTS",36,"McKenzie, Daniel
",49,"23yr 6mth",1996-05-17,"184cm","83kg","Oakleigh Chargers","
Defender
",23.8547945205479
"ST KILDA-SAINTS",28,"Membrey, Tim
",92,"25yr 6mth",1994-05-26,"188cm","89kg","Gippsland Power","
Forward
",25.8328767123288
"ST KILDA-SAINTS",34,"Parker, Matthew
",17,"23yr 10mth",1996-01-25,"190cm","76kg","South Fremantle","
Forward
",24.1643835616438
"ST KILDA-SAINTS",33,"Paton, Ben
",16,"21yr 1mth",1998-10-19,"186cm","77kg","Murray Bushrangers","
Defender
",21.4301369863014
"ST KILDA-SAINTS",30,"Phillips, Edward
",11,"21yr 8mth",1998-03-29,"187cm","80kg","Oakleigh Chargers","
Midfield
",21.9890410958904
"ST KILDA-SAINTS",17,"Roberton, Dylan
",128,"28yr 5mth",1991-06-21,"194cm","91kg","Dandenong Stingrays","
Defender
",28.7643835616438
"ST KILDA-SAINTS",6,"Ross, Sebastian
",124,"26yr 6mth",1993-05-07,"187cm","88kg","North Ballarat Rebels","
Midfield
",26.8849315068493
"ST KILDA-SAINTS",4,"Ryder, Patrick
",243,"31yr 8mth",1988-03-14,"197cm","96kg","East Fremantle","
Forward
Ruck
",32.0356164383562
"ST KILDA-SAINTS",5,"Savage, Shane
",163,"28yr 10mth",1991-01-05,"186cm","84kg","Dandenong Stingrays","
Defender
",29.2219178082192
"ST KILDA-SAINTS",35,"Sinclair, Jack
",86,"24yr 9mth",1995-02-12,"180cm","82kg","Oakleigh Chargers","
Midfield
Forward
",25.1150684931507
"ST KILDA-SAINTS",9,"Steele, Jack
",78,"23yr 11mth",1995-12-13,"187cm","90kg","Belconnen","
Midfield
",24.2821917808219
"ST KILDA-SAINTS",29,"Webster, Jimmy
",93,"26yr 5mth",1993-06-28,"188cm","79kg","Glenorchy","
Defender
",26.7424657534247
"ST KILDA-SAINTS",44,"Wilkie, Callum
R
",22,"23yr 8mth",1996-03-10,"191cm","87kg","North Adelaide","
Defender
",24.041095890411
"SYDNEY SWANS",36,"Aliir, Aliir
",50,"25yr 2mth",1994-09-05,"194cm","94kg","East Fremantle","
Defender
",25.5534246575342
"SYDNEY SWANS",46,"Amartey, Joel
R
",0,"20yr 3mth",1999-09-02,"196cm","88kg","Sandringham Dragons","
Forward
",20.558904109589
"SYDNEY SWANS",32,"Bell, James
R
",2,"20yr 9mth",1999-02-10,"183cm","79kg","Swans Academy","
Midfield
Forward
",21.1178082191781
"SYDNEY SWANS",22,"Blakey, Nick
",21,"19yr 9mth",2000-02-27,"196cm","82kg","Unsw","
Forward
",20.0712328767123
"SYDNEY SWANS",30,"Brand, Kaiden
",43,"25yr 7mth",1994-04-08,"198cm","98kg","West Adelaide","
Defender
",25.9643835616438
"SYDNEY SWANS",4,"Clarke, Ryan
",54,"22yr 5mth",1997-06-17,"184cm","87kg","Eastern Ranges","
Defender
Midfield
",22.7698630136986
"SYDNEY SWANS",7,"Cunningham, Harry
",113,"25yr 11mth",1993-12-06,"182cm","77kg","Turvey Park","
Defender
Midfield
",26.3013698630137
"SYDNEY SWANS",34,"Dawson, Jordan
",25,"22yr 7mth",1997-04-09,"190cm","88kg","Sturt","
Midfield
Forward
",22.958904109589
"SYDNEY SWANS",13,"Florent, Oliver
",53,"21yr 4mth",1998-07-22,"183cm","80kg","Sandringham Dragons","
Midfield
",21.6739726027397
"SYDNEY SWANS",16,"Foot, Zac
",0,"18yr 11mth",2000-12-24,"180cm","71kg","Dandenong Stingrays","
Forward
",19.2465753424658
"SYDNEY SWANS",42,"Fox, Robbie
",24,"26yr 7mth",1993-04-16,"185cm","85kg","Coburg","
Defender
Forward
",26.9424657534247
"SYDNEY SWANS",23,"Franklin, Lance
",300,"32yr 10mth",1987-01-30,"199cm","107kg","Perth","
Forward
",33.1561643835616
"SYDNEY SWANS",0,"Gould, Will
",0,"18yr 10mth",2001-01-14,"191cm","98kg","Glenelg","
Defender
",19.1890410958904
"SYDNEY SWANS",46,"Gray, Sam
",96,"27yr 10mth",1992-02-01,"176cm","78kg","Port Adelaide","
Forward
",28.1479452054795
"SYDNEY SWANS",9,"Hayward, Will
",53,"21yr 1mth",1998-10-26,"186cm","80kg","North Adelaide","
Forward
",21.4109589041096
"SYDNEY SWANS",5,"Heeney, Isaac
",102,"23yr 6mth",1996-05-05,"186cm","85kg","Cardiff","
Midfield
Forward
",23.8876712328767
"SYDNEY SWANS",29,"Hewett, George
",93,"23yr 11mth",1995-12-29,"188cm","83kg","North Adelaide","
Midfield
",24.2383561643836
"SYDNEY SWANS",12,"Kennedy, Josh P.
",246,"31yr 5mth",1988-06-20,"190cm","95kg","Sandringham Dragons","
Midfield
",31.7671232876712
"SYDNEY SWANS",48,"Knoll, Michael
R
",0,"26yr 9mth",1993-02-27,"205cm","103kg","South Adelaide","
Ruck
",27.0739726027397
"SYDNEY SWANS",19,"Ling, Matthew
",0,"20yr 7mth",1999-04-21,"183cm","76kg","Geelong Falcons","
Midfield
Forward
",20.9260273972603
"SYDNEY SWANS",44,"Lloyd, Jake
",137,"26yr 2mth",1993-09-20,"180cm","79kg","North Ballarat Rebels","
Defender
",26.5123287671233
"SYDNEY SWANS",21,"Maibaum, Jack
R
",0,"21yr 8mth",1998-03-27,"193cm","94kg","Eastern Ranges","
Defender
",21.9945205479452
"SYDNEY SWANS",30,"McCartin, Tom
",34,"19yr 11mth",1999-12-30,"192cm","82kg","Geelong Falcons","
Forward
",20.2328767123288
"SYDNEY SWANS",41,"McLean, Hayden
R
",4,"20yr 10mth",1999-01-20,"197cm","93kg","Sandringham","
Forward
",21.1753424657534
"SYDNEY SWANS",27,"Mcinerney, Justin
",1,"19yr 3mth",2000-08-18,"187cm","75kg","Northern Knights","
Defender
",19.5972602739726
"SYDNEY SWANS",43,"Melican, Lewis
",37,"23yr ",1996-11-04,"195cm","100kg","Geelong Falcons","
Defender
",23.386301369863
"SYDNEY SWANS",14,"Mills, Callum
",77,"22yr 8mth",1997-04-02,"188cm","82kg","North Shore","
Defender
",22.9780821917808
"SYDNEY SWANS",35,"Naismith, Sam
",28,"27yr 4mth",1992-07-16,"205cm","109kg","North Shore","
Ruck
",27.6931506849315
"SYDNEY SWANS",38,"O'Riordan, Colin
",15,"24yr 1mth",1995-10-12,"185cm","83kg","County Tipperary","
Defender
",24.4520547945205
"SYDNEY SWANS",11,"Papley, Tom
",82,"23yr 4mth",1996-07-13,"177cm","77kg","Gippsland Power","
Forward
",23.6986301369863
"SYDNEY SWANS",26,"Parker, Luke
",195,"27yr 1mth",1992-10-25,"183cm","88kg","Dandenong Stingrays","
Midfield
",27.4164383561644
"SYDNEY SWANS",24,"Rampe, Dane
",159,"29yr 6mth",1990-06-02,"189cm","86kg","Williamstown","
Defender
",29.8164383561644
"SYDNEY SWANS",20,"Reid, Sam
",143,"27yr 11mth",1991-12-27,"196cm","99kg","Murray Bushrangers","
Forward
",28.2465753424658
"SYDNEY SWANS",31,"Reynolds, Harry
R
",0,"19yr 1mth",2000-10-11,"190cm","75kg","Sandringham Dragons","
Defender
",19.4493150684931
"SYDNEY SWANS",25,"Ronke, Ben
",31,"21yr 11mth",1997-12-18,"182cm","77kg","Calder Cannons","
Forward
",22.2657534246575
"SYDNEY SWANS",8,"Rowbottom, James
",12,"19yr 2mth",2000-09-19,"186cm","81kg","Oakleigh Chargers","
Midfield
Forward
",19.5095890410959
"SYDNEY SWANS",0,"Rowles, Brady
R
",0,"18yr 9mth",2001-02-12,"188cm","72kg","Bendigo Pioneers","
Midfield
",19.1095890410959
"SYDNEY SWANS",18,"Sinclair, Callum
",101,"30yr 2mth",1989-09-23,"200cm","96kg","Subiaco","
Ruck
",30.5068493150685
"SYDNEY SWANS",0,"Stephens, Dylan
",0,"18yr 10mth",2001-01-08,"183cm","69kg","Norwood","
Midfield
",19.2054794520548
"SYDNEY SWANS",33,"Stoddart, Ryley
",4,"20yr 1mth",1999-10-15,"184cm","73kg","Eastern Ranges","
Forward
",20.441095890411
"SYDNEY SWANS",0,"Taylor, Elijah
",0,"18yr 7mth",2001-05-01,"185cm","75kg","Perth","
Forward
",18.8958904109589
"SYDNEY SWANS",28,"Taylor, Lewis
",112,"24yr 9mth",1995-02-17,"175cm","79kg","Geelong Falcons","
Forward
",25.1013698630137
"SYDNEY SWANS",6,"Thurlow, Jackson
",55,"25yr 8mth",1994-03-28,"191cm","88kg","Launceston","
Defender
Midfield
",25.9945205479452
"SYDNEY SWANS",0,"Warner, Chad
",0,"18yr 6mth",2001-05-19,"181cm","80kg","East Fremantle","
Midfield
",18.8465753424658
"SYDNEY SWANS",45,"Wicks, Sam
R
",0,"20yr 2mth",1999-09-14,"180cm","74kg","Swans Academy","
Midfield
Forward
",20.5260273972603
"WEST COAST-EAGLES",41,"Ah Chee, Brendon
R
",36,"25yr 11mth",1993-12-21,"188cm","89kg","South Fremantle","
Forward
",26.2602739726027
"WEST COAST-EAGLES",33,"Ainsworth, Brayden
",3,"21yr ",1998-11-21,"184cm","80kg","Subiaco","
Midfield
",21.3397260273973
"WEST COAST-EAGLES",12,"Allen, Oscar
",23,"20yr 8mth",1999-03-19,"191cm","83kg","West Perth","
Defender
Forward
",21.0164383561644
"WEST COAST-EAGLES",37,"Barrass, Tom
",65,"24yr 1mth",1995-10-08,"194cm","95kg","Claremont","
Defender
",24.4630136986301
"WEST COAST-EAGLES",10,"Brander, Jarrod
",3,"20yr 9mth",1999-02-11,"195cm","90kg","Bendigo Pioneers","
Forward
",21.1150684931507
"WEST COAST-EAGLES",22,"Brayshaw, Hamish
R
",0,"21yr 9mth",1998-02-09,"187cm","90kg","Sandringham Dragons","
Midfield
",22.1205479452055
"WEST COAST-EAGLES",39,"Cameron, Jarrod
",7,"19yr 7mth",2000-05-03,"183cm","72kg","Swan Districts","
Midfield
Forward
",19.8904109589041
"WEST COAST-EAGLES",28,"Cole, Tom
",41,"22yr 6mth",1997-05-28,"186cm","81kg","Sandhurst Football Netball Club","
Defender
",22.8246575342466
"WEST COAST-EAGLES",15,"Cripps, Jamie
",163,"27yr 7mth",1992-04-23,"183cm","84kg","East Fremantle","
Forward
",27.9232876712329
"WEST COAST-EAGLES",27,"Darling, Jack
",196,"27yr 5mth",1992-06-13,"191cm","95kg","West Perth","
Forward
",27.7835616438356
"WEST COAST-EAGLES",14,"Duggan, Liam
",85,"22yr 11mth",1996-12-11,"184cm","83kg","Western Jets","
Defender
",23.2849315068493
"WEST COAST-EAGLES",42,"Edwards, Harry
R
",0,"19yr 2mth",2000-10-01,"197cm","84kg","Swan Districts","
Ruck
",19.4767123287671
"WEST COAST-EAGLES",29,"Foley, Luke
",0,"20yr 1mth",1999-10-08,"188cm","74kg","Subiaco","
Midfield
",20.4602739726027
"WEST COAST-EAGLES",3,"Gaff, Andrew
",197,"27yr 5mth",1992-06-16,"182cm","85kg","Oakleigh Chargers","
Midfield
",27.7753424657534
"WEST COAST-EAGLES",16,"Hickey, Tom
",99,"28yr 8mth",1991-03-06,"201cm","99kg","Morningside","
Ruck
",29.0575342465753
"WEST COAST-EAGLES",25,"Hurn, Shannon
",269,"32yr 2mth",1987-09-04,"187cm","95kg","Central District","
Defender
",32.5616438356164
"WEST COAST-EAGLES",34,"Hutchings, Mark
",113,"28yr 6mth",1991-05-25,"182cm","83kg","East Perth","
Midfield
",28.8383561643836
"WEST COAST-EAGLES",0,"Jamieson, Callum
",0,"19yr 4mth",2000-07-31,"200cm","81kg","Claremont","
Forward
Ruck
",19.6465753424658
"WEST COAST-EAGLES",23,"Jetta, Lewis
",196,"30yr 6mth",1989-05-04,"182cm","80kg","Swan Districts","
Defender
",30.8958904109589
"WEST COAST-EAGLES",0,"Johnson, Ben
",0,"18yr 8mth",2001-03-06,"180cm","65kg","West Perth","
Defender
",19.0493150684932
"WEST COAST-EAGLES",11,"Kelly, Tim
",48,"25yr 4mth",1994-07-26,"183cm","82kg","South Fremantle","
Midfield
Forward
",25.6657534246575
"WEST COAST-EAGLES",17,"Kennedy, Joshua
",243,"32yr 3mth",1987-08-25,"196cm","102kg","East Fremantle","
Forward
",32.5890410958904
"WEST COAST-EAGLES",20,"McGovern, Jeremy
",126,"27yr 7mth",1992-04-15,"196cm","99kg","Claremont","
Defender
",27.9452054794521
"WEST COAST-EAGLES",9,"Naitanui, Nicholas
",166,"29yr 6mth",1990-05-04,"201cm","110kg","Swan Districts","
Ruck
",29.8958904109589
"WEST COAST-EAGLES",30,"Nelson, Jackson
",55,"23yr 8mth",1996-03-15,"187cm","84kg","Geelong Falcons","
Defender
",24.027397260274
"WEST COAST-EAGLES",0,"O'Neill, Mitch
R
",0,"18yr 9mth",2001-02-21,"181cm","70kg","Tasmania Devils","
Midfield
",19.0849315068493
"WEST COAST-EAGLES",24,"O'Neill, Xavier
",0,"19yr 4mth",2000-08-03,"185cm","82kg","Oakleigh Chargers","
Midfield
",19.6383561643836
"WEST COAST-EAGLES",21,"Petruccelle, Jack
",23,"20yr 7mth",1999-04-12,"185cm","80kg","Northern Knights","
Forward
",20.9506849315068
"WEST COAST-EAGLES",8,"Redden, Jack
",211,"28yr 11mth",1990-12-09,"190cm","85kg","Glenelg Football Club","
Midfield
",29.2958904109589
"WEST COAST-EAGLES",44,"Rioli, Willie
",38,"24yr 5mth",1995-06-04,"175cm","80kg","Glenelg","
Forward
",24.8082191780822
"WEST COAST-EAGLES",35,"Rotham, Josh
",4,"21yr 9mth",1998-02-25,"193cm","85kg","West Perth","
Defender
",22.0767123287671
"WEST COAST-EAGLES",1,"Ryan, Liam
",37,"23yr 2mth",1996-10-02,"179cm","72kg","Subiaco","
Forward
",23.4767123287671
"WEST COAST-EAGLES",31,"Schofield, Will
",190,"30yr 10mth",1989-01-24,"196cm","92kg","Geelong Falcons","
Defender
",31.1698630136986
"WEST COAST-EAGLES",4,"Sheed, Dominic
",102,"24yr 7mth",1995-04-10,"185cm","87kg","Subiaco","
Midfield
",24.958904109589
"WEST COAST-EAGLES",5,"Sheppard, Bradley
",178,"28yr 6mth",1991-05-23,"187cm","85kg","East Fremantle","
Defender
",28.8438356164384
"WEST COAST-EAGLES",13,"Shuey, Luke
",201,"29yr 6mth",1990-06-02,"183cm","90kg","Oakleigh Chargers","
Midfield
",29.8164383561644
"WEST COAST-EAGLES",0,"Treacy, Anthony
R
",NA," ",NA," "," "," "," ",NA
"WEST COAST-EAGLES",19,"Vardy, Nathan
",68,"28yr 5mth",1991-06-25,"200cm","100kg","Gippsland Power","
Forward
Ruck
",28.7534246575342
"WEST COAST-EAGLES",18,"Venables, Daniel
",21,"21yr ",1998-11-19,"187cm","83kg","Western Jets","
Forward
",21.3452054794521
"WEST COAST-EAGLES",2,"Waterman, Jake
",29,"21yr 6mth",1998-05-06,"191cm","92kg","Claremont","
Forward
",21.8849315068493
"WEST COAST-EAGLES",26,"Watson, Francis
R
",2,"24yr 2mth",1995-09-29,"187cm","79kg","Balgo","
Defender
",24.4876712328767
"WEST COAST-EAGLES",32,"Williams, Bailey
",0,"19yr 7mth",2000-04-17,"198cm","95kg","Dandenong Stingrays","
Forward
Ruck
",19.9342465753425
"WEST COAST-EAGLES",6,"Yeo, Elliot
",155,"26yr 2mth",1993-10-01,"190cm","89kg","East Fremantle","
Midfield
",26.4821917808219
"WESTERN BULLDOGS",4,"Bontempelli, Marcus
",127,"24yr ",1995-11-24,"193cm","93kg","Northern Knights","
Midfield
",24.3342465753425
"WESTERN BULLDOGS",27,"Bruce, Josh
",113,"27yr 5mth",1992-06-08,"197cm","102kg","Canberra","
Forward
",27.7972602739726
"WESTERN BULLDOGS",0,"Butler, Louis
",0,"18yr 3mth",2001-08-26,"183cm","74kg","Sandringham Dragons","
Defender
",18.5753424657534
"WESTERN BULLDOGS",25,"Cavarra, Ben
",0,"23yr 11mth",1995-12-20,"173cm","72kg","Williamstown","
Forward
",24.2630136986301
"WESTERN BULLDOGS",12,"Cordy, Zaine
",71,"23yr 1mth",1996-10-27,"193cm","90kg","Geelong Falcons","
Defender
",23.4082191780822
"WESTERN BULLDOGS",9,"Crozier, Hayden
",108,"25yr 11mth",1993-12-24,"185cm","79kg","Eastern Ranges","
Defender
",26.2520547945205
"WESTERN BULLDOGS",31,"Dale, Bailey
",50,"23yr 4mth",1996-07-22,"183cm","82kg","Dandenong Stingrays","
Midfield
Forward
",23.6739726027397
"WESTERN BULLDOGS",35,"Daniel, Caleb
",91,"23yr 4mth",1996-07-07,"168cm","72kg","South Adelaide","
Defender
Forward
",23.7150684931507
"WESTERN BULLDOGS",29,"Dickson, Tory
",113,"32yr 2mth",1987-09-26,"184cm","85kg","Bendigo Bombers","
Forward
",32.5013698630137
"WESTERN BULLDOGS",5,"Dunkley, Josh
",66,"22yr 10mth",1997-01-09,"190cm","88kg","Gippsland Power","
Midfield
Forward
",23.2054794520548
"WESTERN BULLDOGS",15,"Duryea, Taylor
",132,"28yr 7mth",1991-04-24,"179cm","80kg","Murray Bushrangers","
Defender
",28.9232876712329
"WESTERN BULLDOGS",44,"English, Timothy
",29,"22yr 3mth",1997-08-10,"205cm","93kg","South Fremantle","
Ruck
",22.6219178082192
"WESTERN BULLDOGS",0,"Garcia, Riley
",0,"18yr 10mth",2001-01-30,"175cm","68kg","Swan Districts","
Midfield
",19.1452054794521
